bhk_name,bhk_url,bhk_price,bhk_area,bhk_location,bhk_location_url
3,https://www.makaan.com/mumbai/builder-project-in-juhu-19774233/3bhk-3t-1500-sqft-apartment,6.75 Cr,1500,Juhu,https://www.makaan.com/mumbai-property/juhu-flats-for-sale-50329
2,https://www.makaan.com/mumbai/kalpataru-group-sunrise-in-thane-west-19762994/2bhk-2t-1000-sqft-apartment,1.42 Cr,1000,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
5,https://www.makaan.com/mumbai/windsor-realty-grande-residences-in-andheri-west-19764940/5bhk-6t-4500-sqft-apartment,20 Cr,4500,Andheri West,https://www.makaan.com/mumbai-property/andheri-west-flats-for-sale-50023
2,https://www.makaan.com/mumbai/builder-project-in-juhu-19764458/2bhk-2t-1050-sqft-apartment,4.25 Cr,1050,Juhu,https://www.makaan.com/mumbai-property/juhu-flats-for-sale-50329
2,https://www.makaan.com/mumbai/sai-shivam-developers-sai-krupa-in-ulwe-19750701/2bhk-2t-985-sqft-apartment,75 L,985,Ulwe,https://www.makaan.com/mumbai-property/ulwe-flats-for-sale-50412
2,https://www.makaan.com/mumbai/satyam-developers-mumbai-peace-of-mind-in-kharghar-19763085/2bhk-2t-1000-sqft-apartment,90 L,1000,Kharghar,https://www.makaan.com/mumbai-property/kharghar-flats-for-sale-50003
2,https://www.makaan.com/mumbai/builder-project-in-thane-west-19766520/2bhk-2t-880-sqft-apartment,94 L,880,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/godrej-properties-emerald-in-thane-west-19771319/2bhk-2t-708-sqft-apartment,1.32 Cr,708,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
2,https://www.makaan.com/mumbai/rna-ng-builders-n-g-hill-crest-in-mira-road-east-19771473/2bhk-2t-1050-sqft-apartment,80.9 L,1050,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/man-infraconstruction-aradhya-d-and-e-tower-in-bhayandar-east-19771466/1bhk-2t-725-sqft-apartment,64 L,725,Bhayandar East,https://www.makaan.com/mumbai-property/bhayandar-east-flats-for-sale-51209
2,https://www.makaan.com/mumbai/man-infraconstruction-aaradhya-highpark-project-1-of-phase-i-in-bhayandar-east-19771461/2bhk-2t-1050-sqft-apartment,1.05 Cr,1050,Bhayandar East,https://www.makaan.com/mumbai-property/bhayandar-east-flats-for-sale-51209
2,https://www.makaan.com/mumbai/sanghvi-group-sanghvi-s3-ecocity-woods-in-mira-road-east-19771460/2bhk-2t-1055-sqft-apartment,92.3 L,1055,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
3,https://www.makaan.com/mumbai/jp-infra-north-in-mira-road-east-19771458/3bhk-3t-1521-sqft-apartment,1.24 Cr,1521,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/godrej-properties-emerald-in-thane-west-19771248/1bhk-1t-512-sqft-apartment,1.02 Cr,512,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
1,https://www.makaan.com/mumbai/ace-realty-enclave-in-thane-west-19771194/1bhk-1t-347-sqft-apartment,45.12 L,347,Thane West,https://www.makaan.com/mumbai-property/thane-west-flats-for-sale-50063
5,https://www.makaan.com/mumbai/sanskar-dwellings-sanskar-in-juhu-19771140/5bhk-6t-3500-sqft-apartment,18 Cr,3500,Juhu,https://www.makaan.com/mumbai-property/juhu-flats-for-sale-50329
2,https://www.makaan.com/mumbai/jp-infra-north-barcelona-in-mira-road-east-19770755/2bhk-2t-1062-sqft-apartment,92 L,1062,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/jp-infra-codename-hotcake-in-mira-road-east-19770241/2bhk-2t-855-sqft-apartment,87 L,855,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
2,https://www.makaan.com/mumbai/shree-ramdev-ritu-developers-heights-in-mira-road-east-19770228/2bhk-2t-840-sqft-apartment,87 L,840,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/rassaz-infrastructure-greens-in-mira-road-east-19771476/1bhk-2t-730-sqft-apartment,54.75 L,730,Mira Road East,https://www.makaan.com/mumbai-property/mira-road-east-flats-for-sale-51735
1,https://www.makaan.com/mumbai/ramji-hari-minat-naagraj-classic-in-ulwe-19774755/1rk-1t-425-sqft-apartment,23.96 L,425,Ulwe,https://www.makaan.com/mumbai-property/ulwe-flats-for-sale-50412
1,https://www.makaan.com/mumbai/ramji-hari-minat-naagraj-classic-in-ulwe-19774639/1bhk-2t-600-sqft-apartment,34.77 L,600,Ulwe,https://www.makaan.com/mumbai-property/ulwe-flats-for-sale-50412
1,https://www.makaan.com/mumbai/ramji-hari-minat-naagraj-classic-in-ulwe-19774599/1bhk-2t-600-sqft-apartment,34.38 L,600,Ulwe,https://www.makaan.com/mumbai-property/ulwe-flats-for-sale-50412
