location,area,bhk,price
Sector 22 Dwarka,2950,4,28000000
Sector 19 Dwarka,2350,4,19800000
Sector 5 Dwarka,1950,3,16800000
Sector 10 Dwarka,2350,3,23900000
Sector 5 Dwarka,2525,4,24500000
Sector 19 Dwarka,2480,4,23800000
Sector 7 Dwarka,2550,4,21000000
Sector 9 Dwarka,1950,3,18200000
Sector 10 Dwarka,2850,4,18600000
Sector 4 Dwarka,1850,3,16500000
Sector 13 Dwarka,2450,4,19800000
Sector 4 Dwarka,2102,3,23000000
Sector 4 Dwarka,1960,3,17400000
Sector 2 Dwarka,2050,3,17900000
Sector 11 Dwarka,2900,4,25900000
Sector 22 Dwarka,1902,3,16500000
Sector 6 Dwarka,2750,4,24700000
Sector 23 Dwarka,1890,3,14200000
Sector 23 Dwarka,1700,3,16000000
Sector 5 Dwarka,2200,3,18500000
Sector 22 Dwarka,2200,3,17800000
Sector 10 Dwarka,2250,4,23500000
Sector 2 Dwarka,2200,3,24500000
Sector 6 Dwarka,2400,3,29500000
Sector-18 Dwarka,2300,4,24500000
Sector 11 Dwarka,2200,4,20500000
Sector 18A Dwarka,2200,3,17800000
Sector 2 Dwarka,2300,3,24200000
Sector 12 Dwarka,1875,3,22100000
Dwarka Mor,1711,3,18900000
Sector 12 Dwarka,1821,3,17900000
Sector-18 Dwarka,2325,4,24500000
Sector 3 Dwarka,1350,3,11000000
Sector 5 Dwarka,2200,3,21000000
Dwarka Mor,800,3,3800000
Dwarka Mor,500,2,2250000
Nawada,510,2,2100000
Dwarka Mor,560,2,2800000
Dwarka Mor,720,3,3200000
Dwarka Mor,720,3,3500000
Dwarka Mor,740,3,3500000
Dwarka Mor,540,2,2200000
Dwarka Mor,540,2,2700000
Dwarka Mor,540,2,2800000
Dwarka Mor,540,1,1800000
Mansa Ram Park,500,2,2800000
Sector 11 Dwarka,3400,5,25500000
Sector 11 Dwarka,3400,5,31000000
Jasola,1600,3,23000000
Sector-18 Dwarka,2100,4,26500000
Sector 19 Dwarka,2100,3,24900000
Sector 22 Dwarka,2200,3,32100000
Sector 4 Dwarka,1900,3,19200000
Sector 22 Dwarka,1900,3,19500000
Sector 4 Dwarka,2100,3,24000000
Sector 22 Dwarka,2300,4,44000000
Sector 9 Dwarka,1900,3,21100000
Sector 6 Dwarka,1800,3,17400000
Sector 10 Dwarka,1800,4,27900000
Sector 19 Dwarka,2000,4,28100000
Sector 12 Dwarka,1900,4,22500000
Sector 9 Dwarka,1900,4,21500000
Sector 9 Dwarka,1900,4,21500000
Sector 22 Dwarka,1800,3,18200000
Sector 22 Dwarka,1800,3,18500000
Sector 12 Dwarka,1900,3,19200000
Sector 3 Dwarka,1700,3,14900000
Sector 6 Dwarka,1800,3,18900000
Sector 6 Dwarka,2000,3,25900000
Sector 3 Dwarka,1800,3,18900000
Sector 5 Dwarka,2000,4,23500000
Sector 5 Dwarka,1900,3,19500000
Sector 11 Dwarka,2000,4,29500000
Sector 19 Dwarka,1900,4,23000000
Sector 6 Dwarka,1900,3,16900000
Sector 3 Dwarka,2000,4,23900000
Sector 10 Dwarka,1900,3,18400000
Sector 2 Dwarka,2000,4,24500000
Sector 11 Dwarka,1800,4,21000000
Sector 5 Dwarka,2100,4,29900000
Sector 19 Dwarka,1800,3,17500000
Sector 19 Dwarka,2000,3,25500000
Sector-18 Dwarka,1900,3,21900000
Sector 10 Dwarka,1900,3,21500000
Sector 22 Dwarka,1900,4,25200000
Sector 12 Dwarka,2000,3,22400000
Sector 19 Dwarka,2000,4,26500000
Sector 4 Dwarka,1900,3,18800000
Sector 12 Dwarka,2300,4,37100000
Sector 2 Dwarka,2000,4,29900000
Sector 12 Dwarka,2000,4,27900000
Sector-18 Dwarka,1550,3,15200000
Sector 3 Dwarka,1200,2,12500000
Sector 19 Dwarka,1800,3,22000000
Sector 5 Dwarka,2000,3,16500000
Sector 6 Dwarka,1400,2,14000000
Sector 5 Dwarka,1800,3,16800000
Sector 6 Dwarka,1700,3,22500000
Sector-18 Dwarka,1800,4,26500000
Sector 12 Dwarka,2400,4,22300000
Sector 23 Dwarka,2000,3,21700000
Sector 22 Dwarka,2700,3,35100000
Sector 22 Dwarka,2700,3,35000000
Sector 22 Dwarka,2700,3,34900000
Sector 19 Dwarka,2200,4,24600000
Sector 23 Dwarka,2000,3,21800000
Sector 6 Dwarka,2200,3,18100000
Sector 10 Dwarka,2300,3,21100000
Sector-18 Dwarka,2100,3,17500000
Sector 5 Dwarka,1650,3,15100000
Sector 22 Dwarka,2800,3,32000000
Sector 9 Dwarka,1800,3,15800000
Sector 4 Dwarka,1700,3,18500000
vikaspuri,1800,3,18700000
Sector 10 Dwarka,1900,3,15500000
Sector 12 Dwarka,1950,3,16500000
Sector-18 Dwarka,1800,4,26500000
Chattarpur,1260,3,8500000
Chattarpur,1258,3,8400000
Chattarpur,1260,3,8450000
Chattarpur,1262,3,8510000
Sector 2 Dwarka,1750,3,18000000
Sector 9 Dwarka,1750,3,18000000
Sector 13 Dwarka,2400,4,20000000
Sector-18 Dwarka,2400,4,23800000
Sector 19 Dwarka,1800,3,25500000
Sector 11 Dwarka,2600,4,19900000
Sector 12 Dwarka,1200,2,13400000
Sector 12 Dwarka,2100,3,17000000
Sector 5 Dwarka,2100,3,18000000
Sector 6 Dwarka,1800,3,17100000
Sector 5 Dwarka,1850,3,18200000
Sector 6 Dwarka,1800,3,17000000
Sector 6 Dwarka,2000,3,15400000
Sector 6 Dwarka,1800,3,16400000
Sector 13 Dwarka,1950,3,17600000
Sector 6 Dwarka,2000,3,15600000
Sector 5 Dwarka,2400,4,19600000
Sector 10 Dwarka,2300,3,21000000
Sector 22 Dwarka,1900,3,16400000
Sector 10 Dwarka,2200,3,21200000
Sector 6 Dwarka,2000,3,15500000
Sector 6 Dwarka,2000,3,15600000
Sector 12 Dwarka,2400,4,25000000
Sector 4 Dwarka,2623,4,24900000
Sector 6 Dwarka,2200,4,25000000
Sector 5 Dwarka,2600,4,25100000
Sector 5 Dwarka,2600,4,24900000
Sector 10 Dwarka,2300,4,25800000
Sector 10 Dwarka,2300,4,25700000
Sector 10 Dwarka,2300,4,25600000
Sector 6 Dwarka,1800,3,24100000
Sector 5 Dwarka,2000,4,20800000
Sector 5 Dwarka,2000,4,20600000
Sector 6 Dwarka,2200,4,25400000
Sector 6 Dwarka,1800,3,23900000
Sector 5 Dwarka,1800,3,18500000
Sector 4 Dwarka,1800,3,18800000
Sector 5 Dwarka,2200,4,21500000
Sector 5 Dwarka,1800,4,26500000
Sector 6 Dwarka,2200,4,25200000
Sector 5 Dwarka,2600,4,25000000
Sector 5 Dwarka,2000,4,20700000
Sector 2 Dwarka,2000,3,24800000
Sector 2 Dwarka,2000,3,24700000
Sector 2 Dwarka,2000,3,24600000
Sector 6 Dwarka,1900,3,20000000
Sector 6 Dwarka,1900,3,29500000
Sector 6 Dwarka,2300,4,30000000
Sector 6 Dwarka,2300,4,31500000
Sector 6 Dwarka,2200,4,33500000
Sector 6 Dwarka,1500,3,17300000
Sector 6 Dwarka,2000,3,20500000
Sector 5 Dwarka,1600,3,17800000
Sector 4 Dwarka,1800,3,19200000
Sector 10 Dwarka,2200,4,28500000
Sector 4 Dwarka,1800,3,17200000
Sector 4 Dwarka,1800,3,18200000
Sector 4 Dwarka,2400,4,20000000
Dwarka Mor,500,2,2050000
Dwarka Mor,560,2,2150000
Dwarka Mor,580,2,2450000
Dwarka Mor,520,2,2249000
Dwarka Mor,540,2,2275000
Dwarka Mor,630,2,2500000
Dwarka Mor,520,2,2000000
Sector 2 Dwarka,1900,3,20600000
Sector 9 Dwarka,2200,4,26500000
Sector 2 Dwarka,2000,3,24500000
Sector 10 Dwarka,2200,4,23000000
Sector 7 Dwarka,1500,2,16000000
Sector-18 Dwarka,2300,4,30100000
Sector 19 Dwarka,1850,3,16500000
Sector 19 Dwarka,1950,3,16500000
Sector 10 Dwarka,1600,3,17500000
Sector 9 Dwarka,2200,4,21500000
Sector 10 Dwarka,1400,2,13600000
Sector 19 Dwarka,1600,3,28000000
Sector 4 Dwarka,1850,3,24000000
Sector 19 Dwarka,1800,3,18300000
Sector 19 Dwarka,2200,4,28600000
Sector 23 Dwarka,1950,3,16100000
Sector 19 Dwarka,2290,4,24800000
Sector 6 Dwarka,2200,4,19600000
Sector 19 Dwarka,2000,3,25500000
Sector 2 Dwarka,2900,5,35000000
Sector 2 Dwarka,2000,3,24900000
Sector 6 Dwarka,1700,3,19500000
Sector 4 Dwarka,3000,5,32500000
Sector 3 Dwarka,1850,3,19800000
Sector 6 Dwarka,1950,4,31500000
Sector 22 Dwarka,1600,2,10900000
Sector 22 Dwarka,2700,3,32100000
Sector 4 Dwarka,1800,3,19300000
Sector 19 Dwarka,1950,4,26900000
Sector 19 Dwarka,1700,3,18000000
Sector 4 Dwarka,1850,3,18800000
Sector 6 Dwarka,2000,4,23500000
Sector 19 Dwarka,2000,3,25500000
Sector 2 Dwarka,2900,5,35000000
Sector 19 Dwarka,2000,4,27000000
Sector 6 Dwarka,2000,4,26800000
Sector 23 Dwarka,1800,3,16200000
Sector 6 Dwarka,1700,3,19500000
Sector 4 Dwarka,3000,5,32500000
Neb Sarai,1600,3,16900000
Sector 6 Dwarka,1500,3,18900000
Sector 4 Dwarka,1600,3,15500000
Sector 5 Dwarka,1400,3,17800000
Sector 6 Dwarka,1800,3,25000000
Sector 4 Dwarka,1800,4,21000000
Sector 19 Dwarka,4500,5,37500000
Sector 11 Dwarka,3200,5,25000000
Tri Nagar,801,3,6400000
Sector 10 Dwarka,1900,3,17100000
Malviya Nagar,1200,3,15000000
Sector 7 Dwarka,1800,3,15500000
Sector 12 Dwarka,2300,4,21700000
Sector 6 Dwarka,2400,4,22700000
Sector 12 Dwarka,2100,4,21000000
Sector 6 Dwarka,2000,4,31200000
Sector 19 Dwarka,1850,3,16300000
Sector 4 Dwarka,2000,3,15600000
Sector 6 Dwarka,2000,4,31100000
Sector 6 Dwarka,1950,3,15600000
Sector 5 Dwarka,2200,4,18800000
Sector 7 Dwarka,2000,3,16200000
Sector 5 Dwarka,1900,3,16200000
Sector 10 Dwarka,2000,3,16900000
Sector 10 Dwarka,2500,4,25600000
Sector 19 Dwarka,2300,4,19600000
Sector 6 Dwarka,2700,4,23000000
Sector 23 Dwarka,2000,3,15900000
Sector 11 Dwarka,1900,3,17000000
Sector 12 Dwarka,2100,4,21200000
Sector 4 Dwarka,2400,4,25600000
Sector 10 Dwarka,2100,3,16600000
Sector 23 Dwarka,1700,3,18100000
Sector 6 Dwarka,2000,3,16300000
Sector 4 Dwarka,2400,4,18600000
Sector 10 Dwarka,2400,4,24500000
Sector 8 Dwarka,1080,3,13500000
Sector 8 Dwarka,1890,3,20000000
Sector 19 Dwarka,1890,4,23500000
Sector 19 Dwarka,1890,4,22000000
dwarka sector 17,2160,4,32000000
Sector 8 Dwarka,1890,4,26000000
Sector 7 Dwarka,1800,3,16800000
Sector 4 Dwarka,2100,3,18500000
Sector 12 Dwarka,2200,3,19800000
Sector 4 Dwarka,2300,3,21000000
Sector 2 Dwarka,2100,3,17200000
Sector 22 Dwarka,2300,4,25000000
Sector 19 Dwarka,2400,4,25500000
Sector 6 Dwarka,2400,4,21000000
Sector 6 Dwarka,2400,4,31100000
Sector 3 Dwarka,1800,3,17500000
Sector 19 Dwarka,2250,4,24000000
dwarka sector 17,2160,4,35500000
dwarka sector 17,1350,3,18500000
Sector 22 Dwarka,2600,3,32100000
Sector 13 Dwarka,2000,4,21500000
Sector 10 Dwarka,2300,4,25500000
Sector 19 Dwarka,2200,4,28500000
Sector 3 Dwarka,1800,3,19800000
Sector 2 Dwarka,1800,3,18000000
Sector 1 Dwarka,1035,3,6800000
Sector 11 Dwarka,550,1,5100000
Sector 12 Dwarka,1550,3,14100000
Sector 12 Dwarka,2010,4,20100000
Sector 9 Dwarka,1200,2,14100000
Sector 12 Dwarka,2200,4,22900000
Sector 22 Dwarka,1800,3,20500000
Sector 2 Dwarka,1800,3,24500000
Sector 2 Dwarka,2300,4,23800000
Sector 3 Dwarka,1800,3,21000000
Sector 14 Dwarka,500,1,4800000
Sector 18A Dwarka,1050,2,9500000
Sector 11 Dwarka,1100,2,11200000
Sector 12 Dwarka,1550,3,14500000
Sector 2 Dwarka,1650,3,17200000
Sector 19 Dwarka,1050,2,12000000
Sector 10 Dwarka,2010,4,22000000
Sector 12 Dwarka,1050,2,11000000
Sector 12 Dwarka,1010,2,10600000
Sector 6 Dwarka,1930,4,17900000
Sector-18 Dwarka,1800,3,25500000
Sector 11 Dwarka,1700,3,16500000
Sector 5 Dwarka,1800,3,22500000
Sector 3 Dwarka,1750,3,16000000
Sector 7 Dwarka,1750,3,18100000
Sector 13 Dwarka,1200,2,11200000
Sector 6 Dwarka,1700,3,16900000
Sector 12 Dwarka,2400,4,22500000
Sector 4 Dwarka,2400,4,20500000
Sector 19 Dwarka,1750,3,17600000
Sector 5 Dwarka,2200,4,18500000
Sector 6 Dwarka,2400,4,23200000
Sector 3 Dwarka,1750,3,16000000
Sector 7 Dwarka,1750,3,18100000
Sector 13 Dwarka,1200,2,11200000
Sector 6 Dwarka,1700,3,16900000
Sector 12 Dwarka,2400,4,22500000
Sector 6 Dwarka,2200,4,18500000
Sector 19 Dwarka,2000,4,25900000
Sector 19 Dwarka,2000,4,24500000
Sector 6 Dwarka,2200,4,32500000
Sector 6 Dwarka,2200,4,32500000
Sector 9 Dwarka,1800,3,16500000
Sector 9 Dwarka,1600,3,15800000
Sector 10 Dwarka,2250,2,15000000
Sector 6 Dwarka,1800,3,23900000
Sector 4 Dwarka,1800,3,19200000
Sector 10 Dwarka,2000,3,16800000
Sector 19 Dwarka,1700,3,18100000
Sector 19 Dwarka,1850,4,24500000
Sector 19 Dwarka,2850,4,23900000
Sector 4 Dwarka,1500,2,12800000
Sector 10 Dwarka,1800,3,20000000
Jasola,1450,3,17000000
Sector 6 Dwarka,2200,5,32400000
Rohini sector 24,900,2,9000000
Vikas Puri,792,2,8500000
Vikas Puri,792,2,8500000
Vikas Puri,792,2,8500000
Vikas Puri,2250,4,25000000
Vikas Puri,792,2,8500000
Vikas Puri,756,2,8500000
Vikas Puri,2250,4,25000000
Vikas Puri,756,2,8500000
Vikas Puri,1125,3,12000000
Vikas Puri,1125,3,12000000
Vikas Puri,1728,3,22000000
Vikas Puri,1728,3,22000000
Vikas Puri,3600,4,35000000
Vikas Puri,3600,4,35000000
Sector 7 Dwarka,2000,3,16900000
Sector 11 Dwarka,2100,4,18700000
Sector 4 Dwarka,2400,4,21700000
Sector 7 Dwarka,2300,4,21700000
Sector 10 Dwarka,1800,3,20100000
Sector 23 Dwarka,2400,4,20900000
Sector 9 Rohini,900,2,11000000
Sector 23 Dwarka,1950,3,15600000
Sector 12 Dwarka,2200,3,19500000
Sector-18 Dwarka,3050,3,23600000
Sector 6 Dwarka,2000,3,16700000
Sector 11 Dwarka,1900,3,17400000
Sector 3 Dwarka,1900,3,15900000
Sector 19 Dwarka,2200,4,21600000
Sector 4 Dwarka,1200,2,12800000
Sector 9 Dwarka,1700,3,16900000
Sector 6 Dwarka,1700,3,16900000
Sector-18 Dwarka,1700,3,16000000
Sector 7 Dwarka,1750,3,18100000
Sector 4 Dwarka,1700,3,16800000
Sector 6 Dwarka,1700,3,15000000
Sector 11 Dwarka,2000,3,24200000
Sector 22 Dwarka,2400,4,27000000
Sector 5 Dwarka,2400,4,20500000
Sector 12 Dwarka,1700,3,18000000
Sector 13 Dwarka,1800,3,23500000
Sector 4 Dwarka,1700,3,15000000
Sector 10 Dwarka,2000,3,15100000
Sector 7 Dwarka,1700,3,16000000
Sector 6 Dwarka,1700,3,17000000
Sector 10 Dwarka,1700,3,15500000
Sector 13 Dwarka,2400,4,23400000
Sector 12 Dwarka,2400,4,22900000
Sector-18 Dwarka,1800,3,20800000
Sector 3 Dwarka,1700,3,15500000
Sector 13 Dwarka,1700,3,15800000
Sector 7 Dwarka,1700,3,16800000
Sector 6 Dwarka,1700,3,15600000
Sector 3 Dwarka,1700,3,14800000
Sector 19 Dwarka,1750,3,23500000
Sector 6 Dwarka,2400,4,27000000
Sector 6 Dwarka,2800,4,32500000
Sector 6 Dwarka,2400,4,24000000
Sector 11 Dwarka,2000,3,24200000
Sector 5 Dwarka,2000,4,21700000
Sector 6 Dwarka,1628,3,16500000
Sector 6 Dwarka,1592,3,15900000
Sector 4 Dwarka,1952,3,24000000
Sector 9 Dwarka,1990,4,21500000
Sector 4 Dwarka,1900,3,24200000
Sector 4 Dwarka,1900,3,24300000
Sector 4 Dwarka,1900,3,24100000
Sector 22 Dwarka,2200,3,21500000
Sector 19 Dwarka,2200,3,25500000
Sector 23 Dwarka,1600,3,21500000
Sector 6 Dwarka,2600,3,31500000
Sector 19 Dwarka,2000,4,26900000
Sector 9 Dwarka,1800,3,16900000
Sector 6 Dwarka,2000,3,25500000
Sector 6 Dwarka,2200,4,24000000
Sector 19 Dwarka,2000,4,26500000
Sector 19 Dwarka,2000,4,26800000
Sector 6 Dwarka,2000,4,23200000
Sector-18 Dwarka,1950,4,27000000
Sector 6 Dwarka,2600,4,29900000
Sector 19 Dwarka,1950,4,22900000
Sector 6 Dwarka,2000,3,26500000
Sector-18 Dwarka,1800,3,18700000
Sector 13 Dwarka,1900,4,20000000
Sector 12 Dwarka,1800,3,21700000
Sector 10 Dwarka,1750,3,17800000
Sector 12 Dwarka,1750,3,19700000
Sector 10 Dwarka,2400,4,28500000
Sector 22 Dwarka,1800,3,23800000
Sector 4 Dwarka,1200,2,13000000
Sector 6 Dwarka,2400,4,19800000
Sector 6 Dwarka,2000,3,31500000
Sector 7 Dwarka,1600,3,14500000
Sector 11 Dwarka,1800,4,24000000
Sector 12 Dwarka,3700,5,50000000
Moti Nagar,3030,4,51500000
Sector 12 Dwarka,1000,2,10000000
Sector 23 Dwarka,1700,3,17000000
Sector 6 Dwarka,1900,3,19000000
Sector 6 Dwarka,1900,4,19000000
Sector 4 Dwarka,1500,3,14000000
Sector 11 Dwarka,2400,3,24500000
Mahavir Enclave,1440,4,9500000
Sector 7 Dwarka,1600,2,13500000
Mahavir Enclave,900,3,6200000
Sector 5 Dwarka,1750,3,19800000
Sector 2 Dwarka,2300,4,20000000
Sewak Park,540,2,4700000
Sewak Park,810,3,7700000
Sector 7 Dwarka,1106,3,9200000
Sector 8 Dwarka,1890,3,19500000
Sector 12 Dwarka,1800,3,19500000
Sector 11 Dwarka,2400,4,23000000
Sector 5 Dwarka,1058,2,11000000
Sector 4 Dwarka,2369,4,25400000
Sector 6 Dwarka,2200,3,18200000
Sector 4 Dwarka,1700,3,16000000
Sector 3 Dwarka,2300,3,16000000
Sector 3 Dwarka,1500,3,16600000
Sector 11 Dwarka,2200,4,33000000
Sector 6 Dwarka,1700,3,14500000
Sector 6 Dwarka,1750,3,17300000
Sector 5 Dwarka,1700,3,16700000
Sector 6 Dwarka,2400,4,22500000
Sector 2 Dwarka,1800,3,24300000
Sector 3 Dwarka,1700,3,16700000
Sector 12 Dwarka,2200,4,18500000
Sector 10 Dwarka,2400,4,25500000
Dwarka Mor,1750,3,19500000
Sector 5 Dwarka,2400,4,21500000
Sector 12 Dwarka,1750,3,18500000
Sector 19 Dwarka,2400,4,26500000
Sector 10 Dwarka,2400,4,21500000
Sector 19 Dwarka,2400,4,27500000
Sector 19 Dwarka,2400,4,24000000
Sector 10 Dwarka,2200,3,27500000
Sector 6 Dwarka,2400,4,24000000
Sector 22 Dwarka,1800,3,21400000
Sector 6 Dwarka,1700,3,15800000
Sector 6 Dwarka,1700,3,16700000
Sector-18 Dwarka,2400,4,23800000
Sector 23 Dwarka,1750,3,17800000
Sector 9 Dwarka,1700,3,15600000
Sector 2 Dwarka,1750,3,18600000
Sector 13 Dwarka,1750,3,21900000
Sector-18 Dwarka,2400,4,24300000
Sector 10 Dwarka,1800,3,21000000
Sector 10 Dwarka,1250,2,15000000
Sector 3 Dwarka,2200,4,24900000
Sector 7 Dwarka,2500,4,19000000
Jasola,1400,4,14200000
Sector 10 Dwarka,2400,4,25500000
Sector 7 Dwarka,2400,4,18000000
Sector 10 Dwarka,1200,2,12500000
Sector 4 Dwarka,1700,3,18600000
Sector 4 Dwarka,2400,4,23700000
Sector 5 Dwarka,1750,3,19600000
Sector 19 Dwarka,2000,4,20900000
Sector 7 Dwarka,1660,3,16500000
Sector 11 Dwarka,2200,4,18500000
Sector 19 Dwarka,1700,3,17600000
Vasundhara Enclave,1750,3,18900000
Sector 5 Dwarka,1750,3,19500000
Sector 4 Dwarka,2400,4,25500000
Sector 6 Dwarka,1700,3,16500000
Sector 23 Dwarka,1700,3,16000000
Sector 10 Dwarka,1750,3,18200000
Sector 19 Dwarka,1200,2,13800000
Sector 10 Dwarka,2400,4,21500000
Sector 13 Dwarka,1700,3,16500000
Sector 5 Dwarka,2400,4,27000000
Sector 12 Dwarka,1900,3,19500000
Sector 11 Dwarka,2100,4,20500000
Sector 13 Dwarka,2400,4,21000000
Sector 7 Dwarka,1300,2,17800000
Sector 10 Dwarka,2000,3,18800000
Sector 6 Dwarka,1700,3,16200000
Sector 23 Dwarka,1800,2,15200000
Sector 22 Dwarka,2300,3,21500000
Sector 10 Dwarka,2400,3,17800000
Sector 10 Dwarka,1600,2,19800000
Sector 12 Dwarka,2100,3,20000000
Sector 11 Dwarka,2400,4,18000000
Sector 10 Dwarka,1500,3,16900000
Sector 12 Dwarka,2400,4,36500000
Sector 7 Dwarka,1700,3,14500000
Sector 4 Dwarka,2400,4,23000000
Sector 4 Dwarka,1250,2,15000000
Sector 6 Dwarka,1800,3,20200000
Sector 12 Dwarka,1700,3,17800000
Sector 3 Dwarka,1700,3,16000000
Dwarka Mor,1750,3,18500000
Sector 7 Dwarka,1700,3,16100000
Sector 22 Dwarka,1800,3,21500000
Sector 10 Dwarka,2400,4,23500000
Sector 5 Dwarka,2400,4,25000000
Sector 10 Dwarka,1700,3,17000000
Sheikh Sarai,4700,4,65000000
Sector 11 Dwarka,2200,3,19500000
Sector 3 Dwarka,1700,3,16800000
Sector 12 Dwarka,1100,2,9800000
Sector 4 Dwarka,1700,2,18200000
Sector 23 Dwarka,1600,3,21900000
Sector 4 Dwarka,1600,3,16800000
Sector 4 Dwarka,1500,2,12800000
Sector 5 Dwarka,2000,4,25000000
Sector 22 Dwarka,2200,3,23900000
Sector 6 Dwarka,1600,3,15500000
Sector 6 Dwarka,1500,3,15000000
Sector 22 Dwarka,2200,4,25600000
Sector 22 Dwarka,1800,3,17800000
Sector 5 Dwarka,2200,4,23500000
Sector 5 Dwarka,2000,3,22500000
Sector 23 Dwarka,1550,3,16200000
Sector 23 Dwarka,2000,3,22000000
Sector 7 Dwarka,2400,4,18800000
Sector 6 Dwarka,1800,3,23800000
Sector 23 Dwarka,1600,3,21500000
Sector 3 Dwarka,1650,2,14000000
Sector 3 Dwarka,2600,4,24000000
Sector 9 Dwarka,2250,4,21500000
Sector 9 Dwarka,2450,4,22600000
Sector 11 Dwarka,550,1,5800000
Sector 5 Dwarka,1600,3,17800000
Sector 19 Dwarka,2060,4,23800000
Sector 22 Dwarka,2000,4,25500000
Sector 10 Dwarka,2030,4,19500000
Sector 11 Dwarka,1700,3,19800000
Sector 11 Dwarka,1800,3,24200000
Sector 22 Dwarka,2000,4,25500000
Sector 10 Dwarka,2000,4,25500000
Sector 19 Dwarka,1600,3,15800000
Sector 5 Dwarka,2000,4,19800000
Sector 5 Dwarka,2000,4,20500000
Sector 5 Dwarka,1150,2,10900000
Sector 12 Dwarka,1980,4,22500000
Sector 10 Dwarka,965,2,10000000
Sector 4 Dwarka,1700,3,19200000
Sector 12 Dwarka,980,2,10500000
Sector 10 Dwarka,1600,3,15500000
Sector 6 Dwarka,1500,3,15800000
Sector 4 Dwarka,1500,4,15800000
Sector 9 Dwarka,1685,3,16800000
Sector 5 Dwarka,1735,3,16500000
Sector 4 Dwarka,1800,3,18100000
Sector 5 Dwarka,1980,3,18000000
Sector 4 Dwarka,2100,3,19500000
Sector 12 Dwarka,2350,4,19600000
Sector 5 Dwarka,1620,3,15500000
Sector-18 Dwarka,1810,3,17100000
Dwarka Mor,1756,3,20500000
Sector 12 Dwarka,1795,3,17100000
Sector 7 Dwarka,1700,3,17000000
Sector 10 Dwarka,1350,2,11900000
Sector 19 Dwarka,1721,3,15500000
Sector 12 Dwarka,2250,4,20500000
Sector 3 Dwarka,1712,3,15800000
Sector 7 Dwarka,2100,3,16800000
Sector 10 Dwarka,1500,3,14000000
Sector 2 Dwarka,1800,3,19000000
Sector 10 Dwarka,1900,4,21000000
Sector 10 Dwarka,2500,4,24500000
Sector 2 Dwarka,2200,3,23500000
Sector 5 Dwarka,2200,3,16200000
Sector 2 Dwarka,1800,3,19000000
Sector 6 Dwarka,1500,3,18000000
Sector 4 Dwarka,1500,4,15900000
Sector 12 Dwarka,2400,4,27000000
Sector 3 Dwarka,1400,3,19500000
Sector 2 Dwarka,1700,3,20500000
Sector 11 Dwarka,2250,4,32500000
Sector 7 Dwarka,1750,3,19300000
Sector 22 Dwarka,1200,2,12200000
Sector 3 Dwarka,1700,3,15500000
Sector 11 Dwarka,1700,3,17200000
Sector 4 Dwarka,1700,3,15500000
Sector 12 Dwarka,2400,4,16500000
Sector 12 Dwarka,2400,4,16500000
Sector 5 Dwarka,1700,3,19000000
Sector 6 Dwarka,1200,2,13500000
Sector 22 Dwarka,1700,3,16000000
Sector 10 Dwarka,2400,4,23500000
Sector 7 Dwarka,1700,3,15000000
Sector 19 Dwarka,2400,4,28500000
Sector-18 Dwarka,1750,3,18000000
Sector 22 Dwarka,1800,3,21000000
Sector 10 Dwarka,1700,3,16000000
Sector 19 Dwarka,1700,3,19700000
Sector 19 Dwarka,1800,3,19800000
Sector 10 Dwarka,2400,4,23500000
Sector 10 Dwarka,2100,3,20600000
Sector 10 Dwarka,1750,3,16600000
Sector 7 Dwarka,2400,4,21800000
Sector 12 Dwarka,2350,4,19900000
Sector 7 Dwarka,2000,3,16400000
Sector 13 Dwarka,1850,3,17000000
Sector-18 Dwarka,2000,3,15600000
Sector 19 Dwarka,2400,4,22700000
Sector 4 Dwarka,2000,3,16600000
Sector 10 Dwarka,1900,3,20100000
Sector 7 Dwarka,1900,3,18600000
Sector 6 Dwarka,1900,3,17600000
Sector 19 Dwarka,3800,4,37600000
Sector 7 Dwarka,1800,3,15600000
Sector 5 Dwarka,2200,4,18900000
Sector 5 Dwarka,1900,3,16300000
Sector-18 Dwarka,2500,4,27100000
Sector 12 Dwarka,2200,3,18900000
Sector 3 Dwarka,1950,3,16100000
East of Kailash,1143,3,17000000
Sector 10 Dwarka,2000,3,17600000
Sector 4 Dwarka,1250,2,12900000
Sector 6 Dwarka,1700,3,18000000
Sector 10 Dwarka,1600,3,17200000
Sector 19 Dwarka,2000,4,22000000
Sector 10 Dwarka,1700,3,15200000
Dwarka Mor,530,2,2100000
Sector 23 Dwarka,1750,3,19000000
Sector 3 Dwarka,1700,3,16800000
Sector 7 Dwarka,1323,3,10000000
Sector 23 Dwarka,1950,3,16500000
Sector 4 Dwarka,1700,3,17000000
Sector 3 Dwarka,1750,3,19800000
Sector 12 Dwarka,2400,4,22500000
Dwarka Mor,850,3,4500000
Sector 12 Dwarka,1700,3,17500000
Sector 5 Dwarka,1700,3,16000000
Sector 5 Dwarka,1700,3,16000000
Dwarka Mor,560,2,1990000
Bindapur,530,2,2021000
Dwarka Mor,535,2,2045000
Dwarka Mor,750,3,3200000
Dwarka Mor,600,2,2511000
Sector 19 Dwarka,2050,4,23800000
Sector 2 Dwarka,1650,3,17500000
Sector-18 Dwarka,1720,3,18100000
Dwarka Mor,570,2,3200000
Sector 19 Dwarka,1700,3,18000000
Sector 10 Dwarka,1200,2,12800000
