,BHK,Area,Price,Location
1911,3 BHK,1210 Sq.Ft,40.2 L,"Electronic City Phase 1,Bangalore"
1912,2 BHK,1191 Sq.Ft,39.56 L,"Electronic City Phase 1,Bangalore"
1913,3 BHK,1220 Sq.Ft,41 L,"Electronic City Phase 1,Bangalore"
1914,2 BHK,1060 Sq.Ft,35.4 L,"Electronic City Phase 1,Bangalore"
1915,2 BHK,1200 Sq.Ft,39.88 L,"Electronic City Phase 1,Bangalore"
1916,3 BHK,1480 Sq.Ft,48.84 L,"Electronic City Phase 1,Bangalore"
1917,3 BHK,1400 Sq.Ft,46.28 L,"Electronic City Phase 1,Bangalore"
1918,2 BHK,1067 Sq.Ft,47.48 L,"Singasandra,Bangalore"
1919,2 BHK,1067 Sq.Ft,47.48 L,"Singasandra,Bangalore"
1920,3 BHK,1473 Sq.Ft,66.28 L,"Tejaswini Nagar,Bangalore"
1921,3 BHK,1510 Sq.Ft,49.79 L,"Electronic City Phase 1,Bangalore"
1922,2 BHK,1040 Sq.Ft,34.29 L,"Electronic City Phase 1,Bangalore"
1923,3 BHK,1355 Sq.Ft,44.68 L,"Electronic City Phase 1,Bangalore"
1924,2 BHK,1135 Sq.Ft,37.43 L,"Electronic City Phase 1,Bangalore"
1925,1 BHK,645 Sq.Ft,53 L,"Krishnarajapura,Bangalore"
1926,3 BHK,1650 Sq.Ft,1.25 Cr,"Krishnarajapura,Bangalore"
1927,3 BHK,2150 Sq.Ft,1.84 Cr,"Krishnarajapura,Bangalore"
1928,3 BHK,2150 Sq.Ft,1.85 Cr,"Krishnarajapura,Bangalore"
1929,2 BHK,1285 Sq.Ft,98.5 L,"Krishnarajapura,Bangalore"
1930,2 BHK,1285 Sq.Ft,1.02 Cr,"Krishnarajapura,Bangalore"
1931,2 BHK,1285 Sq.Ft,1.05 Cr,"Krishnarajapura,Bangalore"
1932,10 BHK,4200 Sq.Ft,3 Cr,"Arakere,Bangalore"
1933,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
1934,3 BHK,1805 Sq.Ft,99.27 L,"Uttarahalli,Bangalore"
1935,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
1936,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
1937,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
1938,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
1939,2 BHK,1095 Sq.Ft,60.22 L,"Uttarahalli,Bangalore"
1940,3 BHK,1575 Sq.Ft,86.62 L,"Uttarahalli Hobli,Bangalore"
1941,3 BHK,1350 Sq.Ft,74.25 L,"Chikkalasandra,Bangalore"
1942,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
1943,3 BHK,1561 Sq.Ft,85.8 L,"Uttarahalli Hobli,Bangalore"
1944,2 BHK,1231 Sq.Ft,67.65 L,"Uttarahalli Hobli,Bangalore"
1945,2 BHK,1216 Sq.Ft,66.82 L,"Uttarahalli Hobli,Bangalore"
1946,3 BHK,1531 Sq.Ft,84.15 L,"Uttarahalli Hobli,Bangalore"
1947,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli Hobli,Bangalore"
1948,2 BHK,1018 Sq.Ft,56.1 L,"Uttarahalli Hobli,Bangalore"
1949,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
1950,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
1951,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
1952,3 BHK,1600 Sq.Ft,88 L,"Subramanyapura,Bangalore"
1953,3 BHK,1515 Sq.Ft,83.32 L,"Uttarahalli,Bangalore"
1954,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
1955,3 BHK,1555 Sq.Ft,85.52 L,"Uttarahalli,Bangalore"
1956,2 BHK,1030 Sq.Ft,56.65 L,"Uttarahalli,Bangalore"
1957,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli,Bangalore"
1958,3 BHK,1420 Sq.Ft,78.1 L,"Uttarahalli,Bangalore"
1959,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
1960,3 BHK,1685 Sq.Ft,92.65 L,"Subramanyapura,Bangalore"
1961,3 BHK,1524 Sq.Ft,83.85 L,"Uttarahalli Hobli,Bangalore"
1962,2 BHK,1134 Sq.Ft,62.41 L,"Subramanyapura,Bangalore"
1963,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
1964,3 BHK,1345 Sq.Ft,73.97 L,"Uttarahalli,Bangalore"
1965,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
1966,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
1967,2 BHK,1230 Sq.Ft,67.65 L,"Uttarahalli,Bangalore"
1968,2 BHK,1215 Sq.Ft,66.82 L,"Uttarahalli,Bangalore"
1969,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
1970,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
1971,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
1972,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
1973,3 BHK,1345 Sq.Ft,73.97 L,"Uttarahalli,Bangalore"
1974,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
1975,2 BHK,1134 Sq.Ft,62.42 L,"Uttarahalli Hobli,Bangalore"
1976,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli Hobli,Bangalore"
1977,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli Hobli,Bangalore"
1978,2 BHK,1305 Sq.Ft,71.77 L,"Uttarahalli Hobli,Bangalore"
1979,3 BHK,1570 Sq.Ft,86.35 L,"Uttarahalli Hobli,Bangalore"
1980,3 BHK,1555 Sq.Ft,85.52 L,"Subramanyapura,Bangalore"
1981,3 BHK,1595 Sq.Ft,88 L,"Uttarahalli Hobli,Bangalore"
1982,3 BHK,1270 Sq.Ft,69.85 L,"Uttarahalli,Bangalore"
1983,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
1984,3 BHK,1515 Sq.Ft,83.32 L,"Uttarahalli,Bangalore"
1985,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
1986,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
1987,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
1988,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
1989,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
1990,3 BHK,1555 Sq.Ft,85.8 L,"Uttarahalli Hobli,Bangalore"
1991,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
1992,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
1993,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
1994,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
1995,3 BHK,1210 Sq.Ft,66.55 L,"Uttarahalli,Bangalore"
1996,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
1997,3 BHK,1270 Sq.Ft,69.85 L,"Uttarahalli,Bangalore"
1998,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
1999,2 BHK,1095 Sq.Ft,60.22 L,"Uttarahalli,Bangalore"
2000,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2001,3 BHK,1340 Sq.Ft,73.7 L,"Uttarahalli,Bangalore"
2002,3 BHK,1210 Sq.Ft,66.55 L,"Uttarahalli,Bangalore"
2003,3 BHK,1420 Sq.Ft,78.1 L,"Uttarahalli,Bangalore"
2004,3 BHK,1445 Sq.Ft,79.47 L,"Uttarahalli,Bangalore"
2005,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
2006,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2007,3 BHK,1805 Sq.Ft,99.27 L,"Uttarahalli,Bangalore"
2008,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
2009,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2010,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2011,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
2012,3 BHK,1515 Sq.Ft,83.32 L,"Uttarahalli,Bangalore"
2013,3 BHK,1345 Sq.Ft,73.97 L,"Padmanabha Nagar,Bangalore"
2014,2 BHK,1230 Sq.Ft,67.65 L,"Uttarahalli,Bangalore"
2015,2 BHK,1215 Sq.Ft,66.82 L,"Uttarahalli,Bangalore"
2016,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
2017,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
2018,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2019,3 BHK,1805 Sq.Ft,99.27 L,"Uttarahalli,Bangalore"
2020,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2021,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2022,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
2023,3 BHK,1255 Sq.Ft,69.02 L,"Uttarahalli,Bangalore"
2024,3 BHK,1210 Sq.Ft,66.55 L,"Uttarahalli,Bangalore"
2025,3 BHK,1420 Sq.Ft,78.1 L,"Uttarahalli,Bangalore"
2026,3 BHK,1445 Sq.Ft,79.47 L,"Uttarahalli,Bangalore"
2027,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2028,2 BHK,1030 Sq.Ft,56.65 L,"Uttarahalli,Bangalore"
2029,2 BHK,1115 Sq.Ft,61.32 L,"Uttarahalli,Bangalore"
2030,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
2031,3 BHK,1555 Sq.Ft,85.52 L,"Uttarahalli,Bangalore"
2032,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli,Bangalore"
2033,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
2034,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2035,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
2036,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2037,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2038,2 BHK,1215 Sq.Ft,66.82 L,"Uttarahalli,Bangalore"
2039,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
2040,3 BHK,1270 Sq.Ft,69.85 L,"Uttarahalli,Bangalore"
2041,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
2042,2 BHK,1095 Sq.Ft,60.22 L,"Uttarahalli,Bangalore"
2043,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2044,3 BHK,1340 Sq.Ft,73.7 L,"Uttarahalli,Bangalore"
2045,3 BHK,1210 Sq.Ft,66.55 L,"Uttarahalli,Bangalore"
2046,3 BHK,1420 Sq.Ft,78.1 L,"Uttarahalli,Bangalore"
2047,3 BHK,1445 Sq.Ft,79.47 L,"Uttarahalli,Bangalore"
2048,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
2049,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2050,3 BHK,1805 Sq.Ft,99.27 L,"Uttarahalli,Bangalore"
2051,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
2052,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2053,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2054,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
2055,3 BHK,1515 Sq.Ft,83.32 L,"Uttarahalli,Bangalore"
2056,3 BHK,1345 Sq.Ft,73.97 L,"Padmanabha Nagar,Bangalore"
2057,2 BHK,1230 Sq.Ft,67.65 L,"Uttarahalli,Bangalore"
2058,2 BHK,1215 Sq.Ft,66.82 L,"Uttarahalli,Bangalore"
2059,3 BHK,1530 Sq.Ft,84.15 L,"Uttarahalli,Bangalore"
2060,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
2061,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2062,3 BHK,1805 Sq.Ft,99.27 L,"Uttarahalli,Bangalore"
2063,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2064,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2065,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
2066,3 BHK,1255 Sq.Ft,69.02 L,"Uttarahalli,Bangalore"
2067,3 BHK,1210 Sq.Ft,66.55 L,"Uttarahalli,Bangalore"
2068,3 BHK,1420 Sq.Ft,78.1 L,"Uttarahalli,Bangalore"
2069,3 BHK,1445 Sq.Ft,79.47 L,"Uttarahalli,Bangalore"
2070,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2071,2 BHK,1030 Sq.Ft,56.65 L,"Uttarahalli,Bangalore"
2072,2 BHK,1115 Sq.Ft,61.32 L,"Uttarahalli,Bangalore"
2073,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
2074,3 BHK,1555 Sq.Ft,85.52 L,"Uttarahalli,Bangalore"
2075,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli,Bangalore"
2076,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
2077,3 BHK,1415 Sq.Ft,77.82 L,"Uttarahalli,Bangalore"
2078,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
2079,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2080,2 BHK,1115 Sq.Ft,61.32 L,"Uttarahalli,Bangalore"
2081,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
2082,3 BHK,1555 Sq.Ft,85.52 L,"Uttarahalli,Bangalore"
2083,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli,Bangalore"
2084,2 BHK,1020 Sq.Ft,56.1 L,"Uttarahalli,Bangalore"
2085,3 BHK,1350 Sq.Ft,74.25 L,"Uttarahalli,Bangalore"
2086,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
2087,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
2088,3 BHK,1345 Sq.Ft,73.97 L,"Uttarahalli,Bangalore"
2089,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli,Bangalore"
2090,3 BHK,1561 Sq.Ft,85.8 L,"Uttarahalli Hobli,Bangalore"
2091,2 BHK,1231 Sq.Ft,67.65 L,"Uttarahalli Hobli,Bangalore"
2092,2 BHK,1216 Sq.Ft,66.82 L,"Uttarahalli Hobli,Bangalore"
2093,3 BHK,1531 Sq.Ft,84.15 L,"Uttarahalli Hobli,Bangalore"
2094,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli Hobli,Bangalore"
2095,2 BHK,1018 Sq.Ft,56.1 L,"Uttarahalli Hobli,Bangalore"
2096,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
2097,3 BHK,1600 Sq.Ft,88 L,"Subramanyapura,Bangalore"
2098,2 BHK,1134 Sq.Ft,62.42 L,"Uttarahalli Hobli,Bangalore"
2099,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli Hobli,Bangalore"
2100,3 BHK,1470 Sq.Ft,80.85 L,"Uttarahalli,Bangalore"
2101,3 BHK,1685 Sq.Ft,92.67 L,"Uttarahalli,Bangalore"
2102,3 BHK,1515 Sq.Ft,83.32 L,"Uttarahalli,Bangalore"
2103,3 BHK,1345 Sq.Ft,73.97 L,"Uttarahalli,Bangalore"
2104,2 BHK,975 Sq.Ft,53.62 L,"Uttarahalli,Bangalore"
2105,2 BHK,1215 Sq.Ft,66.82 L,"Uttarahalli,Bangalore"
2106,2 BHK,1080 Sq.Ft,46.8 L,"Akshayanagar,Bangalore"
2107,2 BHK,1040 Sq.Ft,46.8 L,"Akshayanagar,Bangalore"
2108,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
2109,2 BHK,1230 Sq.Ft,67.65 L,"Uttarahalli,Bangalore"
2110,3 BHK,1435 Sq.Ft,78.92 L,"Uttarahalli,Bangalore"
2111,3 BHK,1270 Sq.Ft,69.85 L,"Uttarahalli,Bangalore"
2112,3 BHK,1590 Sq.Ft,87.45 L,"Uttarahalli,Bangalore"
2113,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
2114,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
2115,3 BHK,1685 Sq.Ft,1 Cr,"Uttarahalli,Bangalore"
2116,3 BHK,1600 Sq.Ft,88 L,"Subramanyapura,Bangalore"
2117,3 BHK,1561 Sq.Ft,85.8 L,"Uttarahalli Hobli,Bangalore"
2118,2 BHK,1231 Sq.Ft,67.65 L,"Uttarahalli Hobli,Bangalore"
2119,2 BHK,1216 Sq.Ft,66.82 L,"Uttarahalli Hobli,Bangalore"
2120,3 BHK,1531 Sq.Ft,84.15 L,"Uttarahalli Hobli,Bangalore"
2121,3 BHK,1430 Sq.Ft,78.65 L,"Uttarahalli Hobli,Bangalore"
2122,2 BHK,1018 Sq.Ft,56.1 L,"Uttarahalli Hobli,Bangalore"
2123,2 BHK,1130 Sq.Ft,62.42 L,"Uttarahalli Hobli,Bangalore"
2124,3 BHK,1575 Sq.Ft,86.62 L,"Uttarahalli Hobli,Bangalore"
2125,3 BHK,1350 Sq.Ft,74.25 L,"Chikkalasandra,Bangalore"
2126,3 BHK,1560 Sq.Ft,85.8 L,"Uttarahalli,Bangalore"
2127,3 BHK,1430 Sq.Ft,78.65 L,"Chikkalasandra,Bangalore"
2128,2 BHK,1020 Sq.Ft,56.1 L,"Chikkalasandra,Bangalore"
2129,2 BHK,1020 Sq.Ft,56.1 L,"Chikkalasandra,Bangalore"
2130,3 BHK,1435 Sq.Ft,78.92 L,"Chikkalasandra,Bangalore"
2131,3 BHK,1515 Sq.Ft,83.32 L,"Chikkalasandra,Bangalore"
2132,3 BHK,1345 Sq.Ft,73.97 L,"Chikkalasandra,Bangalore"
2133,3 BHK,1270 Sq.Ft,69.85 L,"Chikkalasandra,Bangalore"
2134,3 BHK,1485 Sq.Ft,81.67 L,"Chikkalasandra,Bangalore"
2135,3 BHK,1590 Sq.Ft,87.45 L,"Chikkalasandra,Bangalore"
2136,2 BHK,975 Sq.Ft,53.62 L,"Chikkalasandra,Bangalore"
2137,2 BHK,1020 Sq.Ft,56.1 L,"Chikkalasandra,Bangalore"
2138,2 BHK,1293 Sq.Ft,88.09 L,"Electronic City Phase 2,Bangalore"
2139,2 BHK,1293 Sq.Ft,88.09 L,"Electronic City Phase 2,Bangalore"
2140,2 BHK,1293 Sq.Ft,88.09 L,"Electronic City Phase 2,Bangalore"
2141,2 BHK,1293 Sq.Ft,88.09 L,"Electronic City Phase 2,Bangalore"
2142,2 BHK,1233 Sq.Ft,71.59 L,"Electronic City Phase 2,Bangalore"
2143,2 BHK,1233 Sq.Ft,71.59 L,"Electronic City Phase 2,Bangalore"
2144,3 BHK,1730 Sq.Ft,98.43 L,"Electronic City Phase 2,Bangalore"
2145,3 BHK,1730 Sq.Ft,98.43 L,"Electronic City Phase 2,Bangalore"
2146,2 BHK,1139 Sq.Ft,50.68 L,"Singasandra,Bangalore"
2147,2 BHK,839 Sq.Ft,22.64 L,"Jigani,Bangalore"
2148,1 BHK,688 Sq.Ft,18.56 L,"Jigani,Bangalore"
2149,2 BHK,945 Sq.Ft,54.57 L,"Kannamangala,Bangalore"
2150,2 BHK,1010 Sq.Ft,59.54 L,"Kannamangala,Bangalore"
2151,3 BHK,1135 Sq.Ft,66.14 L,"Kannamangala,Bangalore"
2152,2 BHK,4000 Sq.Ft,2.4 Cr,"SMV Layout,Bangalore"
2153,3 BHK,2753 Sq.Ft,2.8 Cr,"Hoodi,Bangalore"
2154,3 BHK,1970 Sq.Ft,2 Cr,"Chamrajpet,Bangalore"
2155,4 BHK,5200 Sq.Ft,6 Cr,"Jayanagar,Bangalore"
2156,3 BHK,1999 Sq.Ft,1.76 Cr,"Gottigere,Bangalore"
2157,3 BHK,1976 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2158,3 BHK,1999 Sq.Ft,1.76 Cr,"Gottigere,Bangalore"
2159,3 BHK,1942 Sq.Ft,1.71 Cr,"Gottigere,Bangalore"
2160,2 BHK,1110 Sq.Ft,43.29 L,"Sarjapur,Bangalore"
2161,2 BHK,1050 Sq.Ft,39.58 L,"Sarjapur,Bangalore"
2162,2 BHK,1050 Sq.Ft,39.58 L,"Sarjapur,Bangalore"
2163,2 BHK,1000 Sq.Ft,39 L,"Sarjapur,Bangalore"
2164,2 BHK,1000 Sq.Ft,39 L,"Sarjapur,Bangalore"
2165,2 BHK,1160 Sq.Ft,45.24 L,"Sarjapur,Bangalore"
2166,2 BHK,1160 Sq.Ft,45.24 L,"Sarjapur,Bangalore"
2167,2 BHK,1165 Sq.Ft,45.43 L,"Sarjapur,Bangalore"
2168,2 BHK,1050 Sq.Ft,39.58 L,"Sarjapur,Bangalore"
2169,2 BHK,1050 Sq.Ft,39.58 L,"Sarjapur,Bangalore"
2170,2 BHK,1165 Sq.Ft,45.43 L,"Sarjapur,Bangalore"
2171,2 BHK,1080 Sq.Ft,42.12 L,"Sarjapur,Bangalore"
2172,2 BHK,1080 Sq.Ft,42.12 L,"Sarjapur,Bangalore"
2173,2 BHK,1160 Sq.Ft,45.24 L,"Sarjapur,Bangalore"
2174,2 BHK,1160 Sq.Ft,45.24 L,"Sarjapur,Bangalore"
2175,1 BHK,790 Sq.Ft,30.81 L,"Sarjapur,Bangalore"
2176,1 BHK,790 Sq.Ft,30.81 L,"Sarjapur,Bangalore"
2177,2 BHK,1165 Sq.Ft,45.43 L,"Sarjapur,Bangalore"
2178,2 BHK,1165 Sq.Ft,45.43 L,"Sarjapur,Bangalore"
2179,2 BHK,1080 Sq.Ft,42.12 L,"Sarjapur,Bangalore"
2180,2 BHK,1080 Sq.Ft,42.12 L,"Sarjapur,Bangalore"
2181,1 BHK,790 Sq.Ft,30.81 L,"Sarjapur,Bangalore"
2182,1 BHK,790 Sq.Ft,30.81 L,"Sarjapur,Bangalore"
2183,1 BHK,690 Sq.Ft,26.91 L,"Sarjapur,Bangalore"
2184,1 BHK,690 Sq.Ft,26.91 L,"Sarjapur,Bangalore"
2185,3 BHK,1410 Sq.Ft,54.99 L,"Sarjapur,Bangalore"
2186,3 BHK,1410 Sq.Ft,54.99 L,"Sarjapur,Bangalore"
2187,1 BHK,720 Sq.Ft,28.08 L,"Sarjapur,Bangalore"
2188,1 BHK,720 Sq.Ft,28.08 L,"Sarjapur,Bangalore"
2189,2 BHK,1085 Sq.Ft,42.31 L,"Sarjapur,Bangalore"
2190,2 BHK,1085 Sq.Ft,42.31 L,"Sarjapur,Bangalore"
2191,2 BHK,1150 Sq.Ft,44.85 L,"Sarjapur,Bangalore"
2192,2 BHK,1150 Sq.Ft,44.85 L,"Sarjapur,Bangalore"
2193,2 BHK,1060 Sq.Ft,41.34 L,"Sarjapur,Bangalore"
2194,2 BHK,1060 Sq.Ft,41.34 L,"Sarjapur,Bangalore"
2195,1 BHK,750 Sq.Ft,29.25 L,"Sarjapur,Bangalore"
2196,1 BHK,750 Sq.Ft,29.25 L,"Sarjapur,Bangalore"
2197,3 BHK,1395 Sq.Ft,54.4 L,"Sarjapur,Bangalore"
2198,3 BHK,1395 Sq.Ft,54.4 L,"Sarjapur,Bangalore"
2199,2 BHK,1200 Sq.Ft,46.8 L,"Sarjapur,Bangalore"
2200,2 BHK,1200 Sq.Ft,46.8 L,"Sarjapur,Bangalore"
2201,3 BHK,1999 Sq.Ft,1.76 Cr,"Gottigere,Bangalore"
2202,3 BHK,1976 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2203,3 BHK,1999 Sq.Ft,1.76 Cr,"Gottigere,Bangalore"
2204,3 BHK,1942 Sq.Ft,1.71 Cr,"Gottigere,Bangalore"
2205,3 BHK,1976 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2206,3 BHK,2242 Sq.Ft,1.96 Cr,"Gottigere,Bangalore"
2207,3 BHK,1942 Sq.Ft,1.71 Cr,"Gottigere,Bangalore"
2208,3 BHK,1978 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2209,3 BHK,2242 Sq.Ft,1.96 Cr,"Gottigere,Bangalore"
2210,3 BHK,1978 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2211,3 BHK,1977 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2212,3 BHK,1977 Sq.Ft,1.74 Cr,"Gottigere,Bangalore"
2213,3 BHK,2250 Sq.Ft,1.97 Cr,"Gottigere,Bangalore"
2214,3 BHK,2250 Sq.Ft,1.97 Cr,"Gottigere,Bangalore"
2215,3 BHK,2022 Sq.Ft,1.78 Cr,"Gottigere,Bangalore"
2216,3 BHK,2022 Sq.Ft,1.78 Cr,"Gottigere,Bangalore"
2217,3 BHK,2209 Sq.Ft,1.93 Cr,"Gottigere,Bangalore"
2218,3 BHK,2209 Sq.Ft,1.93 Cr,"Gottigere,Bangalore"
2219,4 BHK,5200 Sq.Ft,6 Cr,"Jayanagar,Bangalore"
2220,4 BHK,5473 Sq.Ft,14 Cr,"Richmond Town,Bangalore"
2221,3 BHK,3272 Sq.Ft,6.9 Cr,"Richmond Town,Bangalore"
2222,3 BHK,1375 Sq.Ft,95 L,"RR Nagar,Bangalore"
2223,4 BHK,3681 Sq.Ft,2.3 Cr,"Krishnarajapura,Bangalore"
2224,2 BHK,1015 Sq.Ft,28.47 L,"Sarjapur,Bangalore"
2225,3 BHK,2451 Sq.Ft,3.02 Cr,"Koramangala,Bangalore"
2226,2 BHK,1200 Sq.Ft,36.85 L,"Hegde Nagar,Bangalore"
2227,2 BHK,1200 Sq.Ft,37.58 L,"HBR Layout,Bangalore"
2228,2 BHK,1200 Sq.Ft,37.5 L,"R.K. Hegde Nagar,Bangalore"
2229,2 BHK,1450 Sq.Ft,43.75 L,"Nagavara,Bangalore"
2230,4 BHK,2600 Sq.Ft,95 L,"Nagavara,Bangalore"
2231,2 BHK,1450 Sq.Ft,39.14 L,"Thanisandra,Bangalore"
2232,2 BHK,1358 Sq.Ft,39.85 L,"Nagavara,Bangalore"
2233,2 BHK,1000 Sq.Ft,30 L,"Thanisandra,Bangalore"
2234,2 BHK,1205 Sq.Ft,39.25 L,"Jakkur,Bangalore"
2235,2 BHK,1358 Sq.Ft,42.33 L,"Hegde Nagar,Bangalore"
2236,2 BHK,1350 Sq.Ft,42.35 L,"R.K. Hegde Nagar,Bangalore"
2237,2 BHK,1350 Sq.Ft,39.5 L,"R.K. Hegde Nagar,Bangalore"
2238,2 BHK,1300 Sq.Ft,38.5 L,"Thanisandra,Bangalore"
2239,2 BHK,1350 Sq.Ft,43.5 L,"Thanisandra,Bangalore"
2240,2 BHK,1400 Sq.Ft,35 L,"Thanisandra,Bangalore"
